Table S 2.1.,Gene family expansion analysis. Orthogroups demonstrating fivefold or higher expansion in intertidal versus subtidal species.*,,,,,,,,,,,
,,,,,,,,,,,,
8.093395184,89.3,214,4.2E-101,377.1,XP_013077214.1 PREDICTED: ras-related protein Rab-5B-like [Biomphalaria glabrata],12,0.291,TRINITY_DN27574_c0_g1::TRINITY_DN27574_c0_g1_i1::g.35544::m.35544,TRINITY_DN23994_c0_g1::TRINITY_DN23994_c0_g1_i1::g.7199::m.7199,"TRINITY_DN32924_c2_g1::TRINITY_DN32924_c2_g1_i10::g.91139::m.91139,TRINITY_DN32924_c2_g1::TRINITY_DN32924_c2_g1_i1::g.91131::m.91131,TRINITY_DN32924_c2_g1::TRINITY_DN32924_c2_g1_i2::g.91132::m.91132,TRINITY_DN32924_c2_g1::TRINITY_DN32924_c2_g1_i3::g.91133::m.91133,TRINITY_DN32924_c2_g1::TRINITY_DN32924_c2_g1_i5::g.91134::m.91134,TRINITY_DN32924_c2_g1::TRINITY_DN32924_c2_g1_i7::g.91136::m.91136,TRINITY_DN32924_c2_g1::TRINITY_DN32924_c2_g1_i8::g.91137::m.91137,TRINITY_DN32924_c2_g1::TRINITY_DN32924_c2_g1_i9::g.91138::m.91138",TRINITY_DN33749_c4_g3::TRINITY_DN33749_c4_g3_i1::g.47346::m.47346,TRINITY_DN22393_c0_g1_i1.p1
7.968262103,36.8,155,1.1E-08,69.7,XP_021351070.1 uncharacterized protein LOC110448902 [Mizuhopecten yessoensis],11,0.254,TRINITY_DN14010_c0_g1::TRINITY_DN14010_c0_g1_i1::g.28706::m.28706,TRINITY_DN19851_c0_g1::TRINITY_DN19851_c0_g1_i1::g.3274::m.3274,"TRINITY_DN29367_c0_g1::TRINITY_DN29367_c0_g1_i1::g.111301::m.111301,TRINITY_DN29367_c0_g1::TRINITY_DN29367_c0_g1_i2::g.111303::m.111303,TRINITY_DN29367_c0_g1::TRINITY_DN29367_c0_g1_i3::g.111305::m.111305,TRINITY_DN29367_c0_g1::TRINITY_DN29367_c0_g1_i4::g.111307::m.111307,TRINITY_DN29367_c0_g1::TRINITY_DN29367_c0_g1_i5::g.111311::m.111311,TRINITY_DN29367_c0_g1::TRINITY_DN29367_c0_g1_i6::g.111316::m.111316,TRINITY_DN29367_c0_g1::TRINITY_DN29367_c0_g1_i7::g.111317::m.111317",TRINITY_DN34023_c12_g1::TRINITY_DN34023_c12_g1_i1::g.15080::m.15080,TRINITY_DN8857_c0_g1_i1.p1
7.810878103,74.6,228,2.3E-97,364.8,XP_021342514.1 proteasome subunit beta type-6-like [Mizuhopecten yessoensis],10,0.428,TRINITY_DN32477_c8_g3::TRINITY_DN32477_c8_g3_i1::g.33841::m.33841,TRINITY_DN24336_c0_g1::TRINITY_DN24336_c0_g1_i1::g.2500::m.2500,"TRINITY_DN32713_c0_g1::TRINITY_DN32713_c0_g1_i2::g.83250::m.83250,TRINITY_DN32713_c0_g1::TRINITY_DN32713_c0_g1_i3::g.83251::m.83251,TRINITY_DN32713_c0_g1::TRINITY_DN32713_c0_g1_i4::g.83252::m.83252,TRINITY_DN32713_c0_g1::TRINITY_DN32713_c0_g1_i7::g.83255::m.83255","TRINITY_DN27629_c6_g1::TRINITY_DN27629_c6_g1_i4::g.62475::m.62475,TRINITY_DN27629_c6_g1::TRINITY_DN27629_c6_g1_i5::g.62476::m.62476,TRINITY_DN27629_c6_g1::TRINITY_DN27629_c6_g1_i6::g.62477::m.62477",TRINITY_DN4530_c0_g1_i1.p1
6.987412731,84.9,239,2.9E-124,454.1,"XP_011433066.1 PREDICTED: asparagine--tRNA ligase, cytoplasmic [Crassostrea gigas]",9,0.155,TRINITY_DN34055_c2_g4::TRINITY_DN34055_c2_g4_i1::g.9973::m.9973,TRINITY_DN23628_c0_g1::TRINITY_DN23628_c0_g1_i1::g.14474::m.14474,"TRINITY_DN27631_c0_g2::TRINITY_DN27631_c0_g2_i1::g.129807::m.129807,TRINITY_DN27631_c0_g2::TRINITY_DN27631_c0_g2_i4::g.129810::m.129810,TRINITY_DN27631_c0_g2::TRINITY_DN27631_c0_g2_i3::g.129809::m.129809","TRINITY_DN32747_c2_g1::TRINITY_DN32747_c2_g1_i1::g.37787::m.37787,TRINITY_DN32747_c2_g1::TRINITY_DN32747_c2_g1_i2::g.37788::m.37788,TRINITY_DN32747_c2_g1::TRINITY_DN32747_c2_g1_i3::g.37790::m.37790",TRINITY_DN17003_c0_g1_i1.p1
6.859974007,95.1,205,6.4E-107,396.7,ABO26625.1 Ras-related protein Rab-1A [Haliotis discus discus],10,0.342,TRINITY_DN29905_c5_g2::TRINITY_DN29905_c5_g2_i2::g.42992::m.42992,TRINITY_DN25672_c1_g7::TRINITY_DN25672_c1_g7_i2::g.19947::m.19947,"TRINITY_DN36381_c0_g1::TRINITY_DN36381_c0_g1_i11::g.25350::m.25350,TRINITY_DN36381_c0_g1::TRINITY_DN36381_c0_g1_i12::g.25351::m.25351,TRINITY_DN36381_c0_g1::TRINITY_DN36381_c0_g1_i3::g.25344::m.25344,TRINITY_DN36381_c0_g1::TRINITY_DN36381_c0_g1_i4::g.25345::m.25345,TRINITY_DN36381_c0_g1::TRINITY_DN36381_c0_g1_i6::g.25346::m.25346,TRINITY_DN36381_c0_g1::TRINITY_DN36381_c0_g1_i9::g.25347::m.25347",TRINITY_DN31156_c9_g1::TRINITY_DN31156_c9_g1_i1::g.36004::m.36004,TRINITY_DN2367_c4_g1_i1.p1
6.846154191,64.3,115,2.3E-32,147.9,XP_021339231.1 ER membrane protein complex subunit 6-like [Mizuhopecten yessoensis],8,0.118,TRINITY_DN33782_c6_g1::TRINITY_DN33782_c6_g1_i1::g.32155::m.32155,TRINITY_DN18227_c0_g1::TRINITY_DN18227_c0_g1_i1::g.17040::m.17040,TRINITY_DN35816_c1_g1::TRINITY_DN35816_c1_g1_i1::g.6819::m.6819,"TRINITY_DN26945_c1_g1::TRINITY_DN26945_c1_g1_i1::g.12264::m.12264,TRINITY_DN26945_c1_g1::TRINITY_DN26945_c1_g1_i4::g.12267::m.12267,TRINITY_DN26945_c1_g1::TRINITY_DN26945_c1_g1_i2::g.12265::m.12265,TRINITY_DN26945_c1_g1::TRINITY_DN26945_c1_g1_i3::g.12266::m.12266",TRINITY_DN2856_c0_g1_i1.p1
6.846154191,48.4,155,2.5E-32,148.7,AAA74396.1 cytochrome c oxidase subunit IV [Urechis caupo],8,0.33,TRINITY_DN28098_c0_g1::TRINITY_DN28098_c0_g1_i1::g.4831::m.4831,TRINITY_DN25776_c0_g7::TRINITY_DN25776_c0_g7_i1::g.3004::m.3004,TRINITY_DN33725_c1_g2::TRINITY_DN33725_c1_g2_i1::g.101593::m.101593,"TRINITY_DN30001_c5_g1::TRINITY_DN30001_c5_g1_i1::g.1834::m.1834,TRINITY_DN30001_c5_g1::TRINITY_DN30001_c5_g1_i2::g.1835::m.1835,TRINITY_DN30001_c5_g1::TRINITY_DN30001_c5_g1_i3::g.1836::m.1836,TRINITY_DN30001_c5_g1::TRINITY_DN30001_c5_g1_i4::g.1837::m.1837",TRINITY_DN25575_c0_g1_i1.p1
6.846154191,40.2,82,3.1E-08,68.9,XP_011450414.1 PREDICTED: selenoprotein S isoform X1 [Crassostrea gigas],8,0.452,TRINITY_DN30194_c7_g1::TRINITY_DN30194_c7_g1_i1::g.40243::m.40243,TRINITY_DN23349_c0_g1::TRINITY_DN23349_c0_g1_i1::g.16079::m.16079,TRINITY_DN37905_c2_g1::TRINITY_DN37905_c2_g1_i1::g.48912::m.48912,"TRINITY_DN25763_c5_g4::TRINITY_DN25763_c5_g4_i1::g.11228::m.11228,TRINITY_DN25763_c5_g4::TRINITY_DN25763_c5_g4_i3::g.11230::m.11230,TRINITY_DN25763_c5_g4::TRINITY_DN25763_c5_g4_i4::g.11231::m.11231,TRINITY_DN25763_c5_g4::TRINITY_DN25763_c5_g4_i5::g.11232::m.11232",TRINITY_DN4546_c0_g2_i1.p1
6.798968196,69.9,143,5.9E-51,209.9,"XP_021350538.1 enoyl-CoA delta isomerase 1, mitochondrial-like [Mizuhopecten yessoensis]",11,0.379,TRINITY_DN30654_c10_g3::TRINITY_DN30654_c10_g3_i3::g.27087::m.27087,"TRINITY_DN24818_c0_g2::TRINITY_DN24818_c0_g2_i1::g.1272::m.1272,TRINITY_DN24818_c0_g2::TRINITY_DN24818_c0_g2_i2::g.1273::m.1273",TRINITY_DN25799_c0_g1::TRINITY_DN25799_c0_g1_i2::g.21351::m.21351,"TRINITY_DN28792_c2_g2::TRINITY_DN28792_c2_g2_i2::g.9485::m.9485,TRINITY_DN28792_c2_g2::TRINITY_DN28792_c2_g2_i3::g.9487::m.9487,TRINITY_DN28792_c2_g2::TRINITY_DN28792_c2_g2_i4::g.9488::m.9488,TRINITY_DN28792_c2_g2::TRINITY_DN28792_c2_g2_i5::g.9491::m.9491,TRINITY_DN28792_c2_g2::TRINITY_DN28792_c2_g2_i6::g.9493::m.9493,TRINITY_DN28792_c2_g2::TRINITY_DN28792_c2_g2_i7::g.9495::m.9495",TRINITY_DN16673_c0_g1_i1.p1
6.357514333,62.8,188,4.7E-55,226.1,XP_011450419.1 PREDICTED: calponin-2 isoform X3 [Crassostrea gigas],14,0.52,"TRINITY_DN29233_c1_g4::TRINITY_DN29233_c1_g4_i5::g.14734::m.14734,TRINITY_DN29233_c1_g4::TRINITY_DN29233_c1_g4_i7::g.14743::m.14743","TRINITY_DN25970_c0_g1::TRINITY_DN25970_c0_g1_i1::g.20616::m.20616,TRINITY_DN25970_c0_g1::TRINITY_DN25970_c0_g1_i7::g.20624::m.20624","TRINITY_DN32624_c0_g1::TRINITY_DN32624_c0_g1_i13::g.76433::m.76433,TRINITY_DN32624_c0_g1::TRINITY_DN32624_c0_g1_i3::g.76398::m.76398,TRINITY_DN32624_c0_g1::TRINITY_DN32624_c0_g1_i8::g.76420::m.76420","TRINITY_DN26736_c1_g1::TRINITY_DN26736_c1_g1_i10::g.52677::m.52677,TRINITY_DN26736_c1_g1::TRINITY_DN26736_c1_g1_i11::g.52678::m.52678,TRINITY_DN26736_c1_g1::TRINITY_DN26736_c1_g1_i5::g.52673::m.52673,TRINITY_DN26736_c1_g1::TRINITY_DN26736_c1_g1_i7::g.52674::m.52674,TRINITY_DN26736_c1_g1::TRINITY_DN26736_c1_g1_i8::g.52675::m.52675,TRINITY_DN26736_c1_g1::TRINITY_DN26736_c1_g1_i9::g.52676::m.52676",TRINITY_DN1140_c3_g1_i1.p1
6.14227894,41.2,194,3.7E-29,137.9,XP_022335751.1 DNA repair protein XRCC4-like isoform X2 [Crassostrea virginica],10,0.152,"TRINITY_DN32268_c3_g6::TRINITY_DN32268_c3_g6_i1::g.39650::m.39650,TRINITY_DN32268_c3_g6::TRINITY_DN32268_c3_g6_i2::g.39651::m.39651",TRINITY_DN15343_c0_g1::TRINITY_DN15343_c0_g1_i1::g.12944::m.12944,TRINITY_DN34358_c0_g1::TRINITY_DN34358_c0_g1_i4::g.94002::m.94002,"TRINITY_DN28726_c6_g5::TRINITY_DN28726_c6_g5_i4::g.8926::m.8926,TRINITY_DN28726_c6_g5::TRINITY_DN28726_c6_g5_i1::g.8922::m.8922,TRINITY_DN28726_c6_g5::TRINITY_DN28726_c6_g5_i2::g.8924::m.8924,TRINITY_DN28726_c6_g5::TRINITY_DN28726_c6_g5_i3::g.8925::m.8925,TRINITY_DN28726_c6_g5::TRINITY_DN28726_c6_g5_i5::g.8927::m.8927",TRINITY_DN20813_c0_g1_i1.p1
6.061531803,52.1,194,2E-48,201.8,XP_022289051.1 uncharacterized protein LOC111101067 [Crassostrea virginica],16,0.186,"TRINITY_DN28453_c0_g1::TRINITY_DN28453_c0_g1_i1::g.25663::m.25663,TRINITY_DN28453_c0_g1::TRINITY_DN28453_c0_g1_i2::g.25664::m.25664,TRINITY_DN28453_c0_g1::TRINITY_DN28453_c0_g1_i3::g.25665::m.25665",TRINITY_DN25616_c0_g3::TRINITY_DN25616_c0_g3_i1::g.19700::m.19700,"TRINITY_DN30160_c1_g1::TRINITY_DN30160_c1_g1_i9::g.123249::m.123249,TRINITY_DN30160_c1_g1::TRINITY_DN30160_c1_g1_i1::g.123236::m.123236,TRINITY_DN30160_c1_g1::TRINITY_DN30160_c1_g1_i2::g.123237::m.123237,TRINITY_DN30160_c1_g1::TRINITY_DN30160_c1_g1_i3::g.123241::m.123241,TRINITY_DN30160_c1_g1::TRINITY_DN30160_c1_g1_i10::g.123250::m.123250,TRINITY_DN30160_c1_g1::TRINITY_DN30160_c1_g1_i5::g.123243::m.123243,TRINITY_DN30160_c1_g1::TRINITY_DN30160_c1_g1_i7::g.123244::m.123244,TRINITY_DN30160_c1_g1::TRINITY_DN30160_c1_g1_i8::g.123246::m.123246,TRINITY_DN30160_c1_g1::TRINITY_DN30160_c1_g1_i4::g.123242::m.123242","TRINITY_DN33508_c5_g1::TRINITY_DN33508_c5_g1_i1::g.61029::m.61029,TRINITY_DN33508_c5_g1::TRINITY_DN33508_c5_g1_i2::g.61031::m.61031",TRINITY_DN18131_c0_g1_i1.p1
5.959561348,73,141,2.1E-50,208.4,"ETE68592.1 NHP2-like protein 1, partial [Ophiophagus hannah]",21,0.357,TRINITY_DN29458_c0_g2::TRINITY_DN29458_c0_g2_i1::g.7371::m.7371,TRINITY_DN24499_c0_g1::TRINITY_DN24499_c0_g1_i1::g.8904::m.8904,"TRINITY_DN38619_c6_g1::TRINITY_DN38619_c6_g1_i10::g.78454::m.78454,TRINITY_DN38619_c6_g1::TRINITY_DN38619_c6_g1_i11::g.78455::m.78455,TRINITY_DN38619_c6_g1::TRINITY_DN38619_c6_g1_i12::g.78456::m.78456,TRINITY_DN38619_c6_g1::TRINITY_DN38619_c6_g1_i13::g.78457::m.78457,TRINITY_DN38619_c6_g1::TRINITY_DN38619_c6_g1_i14::g.78458::m.78458,TRINITY_DN38619_c6_g1::TRINITY_DN38619_c6_g1_i1::g.78443::m.78443,TRINITY_DN38619_c6_g1::TRINITY_DN38619_c6_g1_i3::g.78444::m.78444,TRINITY_DN38619_c6_g1::TRINITY_DN38619_c6_g1_i4::g.78445::m.78445,TRINITY_DN38619_c6_g1::TRINITY_DN38619_c6_g1_i5::g.78446::m.78446,TRINITY_DN38619_c6_g1::TRINITY_DN38619_c6_g1_i6::g.78448::m.78448,TRINITY_DN38619_c6_g1::TRINITY_DN38619_c6_g1_i7::g.78450::m.78450,TRINITY_DN38619_c6_g1::TRINITY_DN38619_c6_g1_i8::g.78452::m.78452,TRINITY_DN38619_c6_g1::TRINITY_DN38619_c6_g1_i9::g.78453::m.78453","TRINITY_DN33421_c3_g1::TRINITY_DN33421_c3_g1_i1::g.45648::m.45648,TRINITY_DN33421_c3_g1::TRINITY_DN33421_c3_g1_i2::g.45650::m.45650,TRINITY_DN33421_c3_g1::TRINITY_DN33421_c3_g1_i4::g.45652::m.45652,TRINITY_DN33421_c3_g1::TRINITY_DN33421_c3_g1_i5::g.45654::m.45654,TRINITY_DN33421_c3_g1::TRINITY_DN33421_c3_g1_i6::g.45656::m.45656",TRINITY_DN1728_c0_g5_i1.p1
5.880671987,83,294,1.3E-141,511.9,EKC36194.1 Hexokinase type 2 [Crassostrea gigas],15,0.268,TRINITY_DN33344_c0_g1::TRINITY_DN33344_c0_g1_i1::g.23392::m.23392,TRINITY_DN26513_c0_g4::TRINITY_DN26513_c0_g4_i1::g.6491::m.6491,"TRINITY_DN31049_c1_g1::TRINITY_DN31049_c1_g1_i18::g.59193::m.59193,TRINITY_DN31049_c1_g1::TRINITY_DN31049_c1_g1_i25::g.59197::m.59197,TRINITY_DN31049_c1_g1::TRINITY_DN31049_c1_g1_i29::g.59199::m.59199,TRINITY_DN31049_c1_g1::TRINITY_DN31049_c1_g1_i4::g.59183::m.59183,TRINITY_DN31049_c1_g1::TRINITY_DN31049_c1_g1_i6::g.59185::m.59185","TRINITY_DN27299_c1_g2::TRINITY_DN27299_c1_g2_i10::g.15874::m.15874,TRINITY_DN27299_c1_g2::TRINITY_DN27299_c1_g2_i15::g.15887::m.15887,TRINITY_DN27299_c1_g2::TRINITY_DN27299_c1_g2_i19::g.15898::m.15898,TRINITY_DN27299_c1_g2::TRINITY_DN27299_c1_g2_i2::g.15850::m.15850,TRINITY_DN27299_c1_g2::TRINITY_DN27299_c1_g2_i4::g.15857::m.15857,TRINITY_DN27299_c1_g2::TRINITY_DN27299_c1_g2_i6::g.15864::m.15864,TRINITY_DN27299_c1_g2::TRINITY_DN27299_c1_g2_i7::g.15868::m.15868",TRINITY_DN17457_c0_g1_i1.p1
5.481740526,68,122,1.4E-42,182.2,XP_022289864.1 golgin subfamily A member 7-like [Crassostrea virginica],8,0.513,TRINITY_DN46268_c0_g1::TRINITY_DN46268_c0_g1_i1::g.12088::m.12088,TRINITY_DN35509_c0_g1::TRINITY_DN35509_c0_g1_i1::g.15243::m.15243,"TRINITY_DN26809_c0_g1::TRINITY_DN26809_c0_g1_i1::g.111922::m.111922,TRINITY_DN26809_c0_g1::TRINITY_DN26809_c0_g1_i4::g.111924::m.111924,TRINITY_DN26809_c0_g1::TRINITY_DN26809_c0_g1_i5::g.111926::m.111926","TRINITY_DN25510_c4_g1::TRINITY_DN25510_c4_g1_i1::g.25551::m.25551,TRINITY_DN25510_c4_g1::TRINITY_DN25510_c4_g1_i2::g.25552::m.25552",TRINITY_DN19773_c0_g1_i1.p1
5.446432025,50,158,2E-40,175.6,CAJ31107.1 nerve hemoglobin [Spisula solidissima],14,0.183,TRINITY_DN33593_c1_g2::TRINITY_DN33593_c1_g2_i1::g.41510::m.41510,TRINITY_DN20383_c0_g1::TRINITY_DN20383_c0_g1_i1::g.7713::m.7713,"TRINITY_DN29370_c0_g1::TRINITY_DN29370_c0_g1_i1::g.110824::m.110824,TRINITY_DN29370_c0_g1::TRINITY_DN29370_c0_g1_i2::g.110826::m.110826,TRINITY_DN29370_c0_g1::TRINITY_DN29370_c0_g1_i3::g.110828::m.110828,TRINITY_DN29370_c0_g1::TRINITY_DN29370_c0_g1_i4::g.110830::m.110830","TRINITY_DN33598_c7_g1::TRINITY_DN33598_c7_g1_i1::g.60746::m.60746,TRINITY_DN33598_c7_g1::TRINITY_DN33598_c7_g1_i2::g.60747::m.60747,TRINITY_DN33598_c7_g1::TRINITY_DN33598_c7_g1_i3::g.60748::m.60748,TRINITY_DN33598_c7_g1::TRINITY_DN33598_c7_g1_i4::g.60750::m.60750,TRINITY_DN33598_c7_g1::TRINITY_DN33598_c7_g1_i5::g.60751::m.60751,TRINITY_DN33598_c7_g1::TRINITY_DN33598_c7_g1_i6::g.60752::m.60752,TRINITY_DN33598_c7_g1::TRINITY_DN33598_c7_g1_i7::g.60754::m.60754",TRINITY_DN5491_c0_g1_i1.p1
5.340481986,42.9,240,9.1E-45,189.9,XP_009056922.1 hypothetical protein LOTGIDRAFT_162667 [Lottia gigantea],7,0.195,TRINITY_DN28282_c0_g1::TRINITY_DN28282_c0_g1_i1::g.502::m.502,TRINITY_DN42814_c0_g1::TRINITY_DN42814_c0_g1_i1::g.7585::m.7585,TRINITY_DN29212_c1_g2::TRINITY_DN29212_c1_g2_i4::g.51502::m.51502,"TRINITY_DN32982_c4_g1::TRINITY_DN32982_c4_g1_i2::g.41519::m.41519,TRINITY_DN32982_c4_g1::TRINITY_DN32982_c4_g1_i3::g.41520::m.41520,TRINITY_DN32982_c4_g1::TRINITY_DN32982_c4_g1_i4::g.41521::m.41521",TRINITY_DN8952_c0_g1_i1.p1
5.340481986,38.9,167,1.1E-23,120.6,XP_031550156.1 uncharacterized protein LOC116287610 [Actinia tenebrosa],7,0.199,TRINITY_DN33061_c3_g9::TRINITY_DN33061_c3_g9_i1::g.36845::m.36845,TRINITY_DN21315_c0_g1::TRINITY_DN21315_c0_g1_i1::g.11145::m.11145,TRINITY_DN31310_c4_g7::TRINITY_DN31310_c4_g7_i2::g.45966::m.45966,"TRINITY_DN34407_c0_g1::TRINITY_DN34407_c0_g1_i1::g.62893::m.62893,TRINITY_DN25263_c3_g1::TRINITY_DN25263_c3_g1_i1::g.44210::m.44210,TRINITY_DN25263_c3_g1::TRINITY_DN25263_c3_g1_i2::g.44211::m.44211",TRINITY_DN5979_c0_g1_i1.p1
